primary, comedication, availableJ05AE01,A01AB09,false
J05AE01,A02AD01,false
J05AE01,A02AD03,false
J05AE01,A02BA02,true
J05AE01,A02BA03,true
J05AE01,A02BB01,true
J05AE01,A02BC01,true
J05AE01,A02BC02,true
J05AE01,A02BC03,true
J05AE01,A02BC04,true
J05AE01,A02BC05,true
J05AE01,A02BD08,false
J05AE01,A02BX02,false
J05AE01,A02BX05,false
J05AE01,A02BX91,false
J05AE01,A03AA04,false
J05AE01,A03AA05,false
J05AE01,A03AB06,false
J05AE01,A03AX04,false
J05AE01,A03BA01,true
J05AE01,A03BB01,false
J05AE01,A03FA01,true
J05AE01,A03FA03,true
J05AE01,A03FA08,false
J05AE01,A03FA51,false
J05AE01,A03FA56,false
J05AE01,A04AA01,true
J05AE01,A04AA02,true
J05AE01,A04AD12,true
J05AE01,A04AD94,false
J05AE01,A04AD99,false
J05AE01,A05AA02,false
J05AE01,A05BA03,true
J05AE01,A06AC01,false
J05AE01,A06AD11,true
J05AE01,A06AD12,false
J05AE01,A06AH03,false
J05AE01,A06AX04,false
J05AE01,A07AA02,true
J05AE01,A07AA06,true
J05AE01,A07AA11,true
J05AE01,A07CA91,false
J05AE01,A07EA06,false
J05AE01,A07EA07,false
J05AE01,A07EA91,false
J05AE01,A07EC01,true
J05AE01,A07EC02,true
J05AE01,A09AA02,false
J05AE01,A10AB01,false
J05AE01,A10AB04,false
J05AE01,A10AB05,false
J05AE01,A10AB06,false
J05AE01,A10AC01,false
J05AE01,A10AD01,false
J05AE01,A10AD04,false
J05AE01,A10AD05,false
J05AE01,A10AE04,false
J05AE01,A10AE05,false
J05AE01,A10AE06,false
J05AE01,A10BA02,true
J05AE01,A10BB01,true
J05AE01,A10BB07,true
J05AE01,A10BB09,true
J05AE01,A10BB12,true
J05AE01,A10BD05,true
J05AE01,A10BD07,true
J05AE01,A10BD08,true
J05AE01,A10BD10,true
J05AE01,A10BD11,true
J05AE01,A10BD13,false
J05AE01,A10BD15,false
J05AE01,A10BD16,false
J05AE01,A10BD20,true
J05AE01,A10BG03,true
J05AE01,A10BH01,true
J05AE01,A10BH02,true
J05AE01,A10BH04,false
J05AE01,A10BH05,true
J05AE01,A10BJ01,true
J05AE01,A10BJ02,true
J05AE01,A10BJ03,false
J05AE01,A10BJ04,false
J05AE01,A10BJ05,false
J05AE01,A10BK01,false
J05AE01,A10BK02,false
J05AE01,A10BK03,true
J05AE01,A10BX02,true
J05AE01,A11CA01,true
J05AE01,A11CC04,false
J05AE01,A11CC05,true
J05AE01,A11CC06,false
J05AE01,A11DA01,true
J05AE01,A11DA02,false
J05AE01,A11HA02,true
J05AE01,A11HA03,true
J05AE01,A11HA05,false
J05AE01,A12AA01,false
J05AE01,A12AA04,false
J05AE01,A12AA06,false
J05AE01,A12AA92,false
J05AE01,A12AX93,false
J05AE01,A12AX96,false
J05AE01,A12AX97,false
J05AE01,A12BA01,false
J05AE01,A12BA04,false
J05AE01,A12BA93,false
J05AE01,A12CX91,false
J05AE01,A14AB01,true
J05AE01,A16AA01,false
J05AE01,A16AA06,false
J05AE01,A16AX06,false
J05AE01,A16AX07,false
J05AE01,B01AA03,true
J05AE01,B01AA07,true
J05AE01,B01AB04,true
J05AE01,B01AB05,true
J05AE01,B01AB10,false
J05AE01,B01AB12,false
J05AE01,B01AC04,true
J05AE01,B01AC06,true
J05AE01,B01AC09,true
J05AE01,B01AC11,true
J05AE01,B01AC18,false
J05AE01,B01AC21,true
J05AE01,B01AC22,true
J05AE01,B01AC23,false
J05AE01,B01AC24,true
J05AE01,B01AC30,false
J05AE01,B01AD04,false
J05AE01,B01AD11,false
J05AE01,B01AE07,true
J05AE01,B01AF01,true
J05AE01,B01AF02,true
J05AE01,B02AA02,true
J05AE01,B02AB02,false
J05AE01,B02BA01,true
J05AE01,B02BC30,false
J05AE01,B02BD02,false
J05AE01,B02BD04,false
J05AE01,B02BD06,false
J05AE01,B02BX04,false
J05AE01,B02BX05,true
J05AE01,B03AA01,false
J05AE01,B03AA03,false
J05AE01,B03AA07,false
J05AE01,B03AA91,false
J05AE01,B03AB09,false
J05AE01,B03AB92,false
J05AE01,B03AC02,false
J05AE01,B03AC91,false
J05AE01,B03AD91,false
J05AE01,B03BA01,true
J05AE01,B03BA03,false
J05AE01,B03BA51,false
J05AE01,B03BB01,true
J05AE01,B03XA01,false
J05AE01,B03XA02,false
J05AE01,B05AA01,false
J05AE01,B05BA03,false
J05AE01,B05BB02,false
J05AE01,B05BB91,false
J05AE01,B05BC01,true
J05AE01,B05XA01,false
J05AE01,B05XA05,false
J05AE01,B06AA55,false
J05AE01,C01AA05,true
J05AE01,C01AA08,false
J05AE01,C01BC04,true
J05AE01,C01BD01,true
J05AE01,C01BD07,false
J05AE01,C01CA01,false
J05AE01,C01CA24,true
J05AE01,C01CA26,true
J05AE01,C01DA02,false
J05AE01,C01DA14,false
J05AE01,C01DA52,false
J05AE01,C01EB09,false
J05AE01,C01EB15,false
J05AE01,C01EB17,true
J05AE01,C01EB18,true
J05AE01,C02AB01,true
J05AE01,C02AC01,true
J05AE01,C02AC05,false
J05AE01,C02CA04,true
J05AE01,C02CA06,false
J05AE01,C02DB02,true
J05AE01,C02KX01,true
J05AE01,C02KX02,true
J05AE01,C02KX04,true
J05AE01,C03AA03,true
J05AE01,C03BA04,true
J05AE01,C03BA11,true
J05AE01,C03CA01,true
J05AE01,C03CA04,true
J05AE01,C03DA01,true
J05AE01,C03DA04,true
J05AE01,C03EA01,false
J05AE01,C03EA04,false
J05AE01,C03EA06,false
J05AE01,C04AD03,true
J05AE01,C04AX21,true
J05AE01,C05AE01,false
J05AE01,C05BX01,false
J05AE01,C07AA05,true
J05AE01,C07AA07,false
J05AE01,C07AB02,true
J05AE01,C07AB03,true
J05AE01,C07AB07,true
J05AE01,C07AB12,true
J05AE01,C07AG01,true
J05AE01,C07AG02,true
J05AE01,C07BB03,false
J05AE01,C07BB07,false
J05AE01,C07BB12,false
J05AE01,C08CA01,true
J05AE01,C08CA04,true
J05AE01,C08CA05,true
J05AE01,C08CA06,false
J05AE01,C08CA08,true
J05AE01,C08CA09,true
J05AE01,C08CA11,false
J05AE01,C08CA12,false
J05AE01,C08CA13,true
J05AE01,C08DA01,true
J05AE01,C08DB01,true
J05AE01,C09AA01,true
J05AE01,C09AA02,true
J05AE01,C09AA03,true
J05AE01,C09AA04,true
J05AE01,C09AA05,true
J05AE01,C09AA06,true
J05AE01,C09AA07,false
J05AE01,C09AA09,false
J05AE01,C09AA16,false
J05AE01,C09BA01,false
J05AE01,C09BA02,false
J05AE01,C09BA03,false
J05AE01,C09BA04,false
J05AE01,C09BA05,false
J05AE01,C09BA09,false
J05AE01,C09BB02,true
J05AE01,C09BB04,true
J05AE01,C09BB05,true
J05AE01,C09BB06,true
J05AE01,C09BB12,false
J05AE01,C09CA01,true
J05AE01,C09CA02,true
J05AE01,C09CA03,true
J05AE01,C09CA04,true
J05AE01,C09CA06,true
J05AE01,C09CA07,true
J05AE01,C09CA08,true
J05AE01,C09DA01,false
J05AE01,C09DA02,false
J05AE01,C09DA03,false
J05AE01,C09DA04,false
J05AE01,C09DA06,false
J05AE01,C09DA07,false
J05AE01,C09DA08,false
J05AE01,C09DB01,true
J05AE01,C09DB02,true
J05AE01,C09DB04,true
J05AE01,C09DX01,true
J05AE01,C09DX03,true
J05AE01,C09DX04,true
J05AE01,C09XA02,true
J05AE01,C10AA01,true
J05AE01,C10AA02,true
J05AE01,C10AA03,true
J05AE01,C10AA04,true
J05AE01,C10AA05,true
J05AE01,C10AA07,true
J05AE01,C10AA08,true
J05AE01,C10AB02,true
J05AE01,C10AB04,true
J05AE01,C10AB05,true
J05AE01,C10AC01,false
J05AE01,C10AX06,false
J05AE01,C10AX09,true
J05AE01,C10AX13,false
J05AE01,C10AX14,false
J05AE01,C10BA02,true
J05AE01,C10BA03,true
J05AE01,C10BA05,true
J05AE01,C10BX03,true
J05AE01,C10BX06,true
J05AE01,CPHH1,false
J05AE01,D01AC01,false
